,,,1,
,Results,NA,NA,NA
400,Basic_LS_Cost,355601.7344,0.519675926,0.011771441
400,Basic_LAV_Cost,359875.4397,0.521990741,0.049588203
400,Basic_SVR_Cost,352139.5038,0.5625,0.341565847
400,Basic_MLP_Cost,427651.454,0.513888889,38.42359853
400,Asy_LAV_Cost,238476.1188,0.857638889,11.12726212
400,Asy_SVR_Cost,239713.5172,0.837962963,23.1899724
500,Basic_LS_Cost,428682.1591,0.519675926,0.011771441
500,Basic_LAV_Cost,434400.8355,0.521990741,0.049588203
500,Basic_SVR_Cost,421458.8144,0.5625,0.341565847
500,Basic_MLP_Cost,514409.5944,0.513888889,38.42359853
500,Asy_LAV_Cost,255180.1178,0.880787037,10.9104352
500,Asy_SVR_Cost,254800.0105,0.869212963,10.32731247
600,Basic_LS_Cost,501762.5839,0.519675926,0.011771441
600,Basic_LAV_Cost,508926.2313,0.521990741,0.049588203
600,Basic_SVR_Cost,490778.1249,0.5625,0.341565847
600,Basic_MLP_Cost,601167.7348,0.513888889,38.42359853
600,Asy_LAV_Cost,270722.4461,0.894675926,10.70917511
600,Asy_SVR_Cost,267883.9718,0.900462963,18.16390896
700,Basic_LS_Cost,574843.0086,0.519675926,0.011771441
700,Basic_LAV_Cost,583451.6271,0.521990741,0.049588203
700,Basic_SVR_Cost,560097.4355,0.5625,0.341565847
700,Basic_MLP_Cost,687925.8752,0.513888889,38.42359853
700,Asy_LAV_Cost,280897.6009,0.914351852,11.20542741
700,Asy_SVR_Cost,279068.0671,0.908564815,5.422346115
800,Basic_LS_Cost,647923.4334,0.519675926,0.011771441
800,Basic_LAV_Cost,657977.0229,0.521990741,0.049588203
800,Basic_SVR_Cost,629416.7461,0.5625,0.341565847
800,Basic_MLP_Cost,774684.0155,0.513888889,38.42359853
800,Asy_LAV_Cost,288685.3181,0.917824074,12.27010918
800,Asy_SVR_Cost,291428.9682,0.917824074,11.55524874
900,Basic_LS_Cost,721003.8581,0.519675926,0.011771441
900,Basic_LAV_Cost,732502.4187,0.521990741,0.049588203
900,Basic_SVR_Cost,698736.0566,0.5625,0.341565847
900,Basic_MLP_Cost,861442.1559,0.513888889,38.42359853
900,Asy_LAV_Cost,299656.344,0.929398148,11.01531887
900,Asy_SVR_Cost,297699.831,0.929398148,13.61509204
1000,Basic_LS_Cost,794084.2829,0.519675926,0.011771441
1000,Basic_LAV_Cost,807027.8145,0.521990741,0.049588203
1000,Basic_SVR_Cost,768055.3672,0.5625,0.341565847
1000,Basic_MLP_Cost,948200.2963,0.513888889,38.42359853
1000,Asy_LAV_Cost,304565.589,0.935185185,11.2332201
1000,Asy_SVR_Cost,304564.456,0.931712963,11.44835687
