"","B","Basic_LS_Error","Basic_LAV_Error","Basic_SVR_Error","","","","Basic_LS_Error","Basic_LAV_Error","Basic_SVR_Error","","","","Basic_LS_Error","Basic_LAV_Error","Basic_SVR_Error","","","","Basic_LS_Error","Basic_LAV_Error","Basic_SVR_Error","","","","Basic_LS_Error","Basic_LAV_Error","Basic_SVR_Error","","","","Basic_LS_Error","Basic_LAV_Error","Basic_SVR_Error","","","","Basic_LS_Error","Basic_LAV_Error","Basic_SVR_Error","","",""
"1",NA,131.273482720982,127.665229147789,134.107980168526,86.6368957403174,298.621409809905,315.021834628749,131.273482720982,127.665229147789,134.107980168526,86.6368957403174,311.631379488784,309.876681967727,131.273482720982,127.665229147789,134.107980168526,86.6368957403174,312.002763115172,254.82273839333,131.273482720982,127.665229147789,134.107980168526,86.6368957403174,329.974576220187,339.590140793081,131.273482720982,127.665229147789,134.107980168526,86.6368957403174,325.467345164182,321.955727808169,131.273482720982,127.665229147789,134.107980168526,86.6368957403174,336.473733571779,299.448134147854,131.273482720982,127.665229147789,134.107980168526,86.6368957403174,294.144063306447,343.496383497903
"2",NA,76.4645480661966,-1.63271904652902,61.2801361313568,-0.0809552733662713,224.366269758367,241.429203989672,76.4645480661966,-1.63271904652902,61.2801361313568,-0.0809552733662713,222.215748779234,229.480355691811,76.4645480661966,-1.63271904652902,61.2801361313568,-0.0809552733662713,214.39103531581,200.748703291152,76.4645480661966,-1.63271904652902,61.2801361313568,-0.0809552733662713,226.584883386046,238.522025038448,76.4645480661966,-1.63271904652902,61.2801361313568,-0.0809552733662713,229.924771613175,212.677227622327,76.4645480661966,-1.63271904652902,61.2801361313568,-0.0809552733662713,227.267553696215,202.887892495456,76.4645480661966,-1.63271904652902,61.2801361313568,-0.0809552733662713,197.36181835021,249.66719889028
"3",NA,162.261726581148,146.980971280388,128.635904088213,57.665517930016,318.561264837224,329.916673006586,162.261726581148,146.980971280388,128.635904088213,57.665517930016,302.755757098588,327.669830394641,162.261726581148,146.980971280388,128.635904088213,57.665517930016,292.403998146407,367.17437771553,162.261726581148,146.980971280388,128.635904088213,57.665517930016,307.89387635238,326.684997546274,162.261726581148,146.980971280388,128.635904088213,57.665517930016,328.66738668346,305.713443905498,162.261726581148,146.980971280388,128.635904088213,57.665517930016,330.954643545037,319.581946964388,162.261726581148,146.980971280388,128.635904088213,57.665517930016,320.721557557323,360.821123179368
"4",NA,-142.860000696511,-161.295262364061,-117.575896674495,-84.7396447954225,-6.07444269508596,7.38056833069368,-142.860000696511,-161.295262364061,-117.575896674495,-84.7396447954225,-25.3476063054468,-11.4910750133886,-142.860000696511,-161.295262364061,-117.575896674495,-84.7396447954225,-18.9490362136239,62.6922888294821,-142.860000696511,-161.295262364061,-117.575896674495,-84.7396447954225,-4.52551709118325,-13.8964339111408,-142.860000696511,-161.295262364061,-117.575896674495,-84.7396447954225,21.2542418201256,-0.646910786983426,-142.860000696511,-161.295262364061,-117.575896674495,-84.7396447954225,17.342730063956,22.3192892957268,-142.860000696511,-161.295262364061,-117.575896674495,-84.7396447954225,21.9705427425388,49.7822831164913
"5",NA,-356.45528782526,-300.524817686784,-329.041926181258,-127.790444231692,-166.422897659113,-155.319986501184,-356.45528782526,-300.524817686784,-329.041926181258,-127.790444231692,-185.999062008255,-180.686275162732,-356.45528782526,-300.524817686784,-329.041926181258,-127.790444231692,-154.37121773134,-65.7234514524498,-356.45528782526,-300.524817686784,-329.041926181258,-127.790444231692,-130.278464993588,-158.378417374445,-356.45528782526,-300.524817686784,-329.041926181258,-127.790444231692,-89.4013875927967,-103.314158414632,-356.45528782526,-300.524817686784,-329.041926181258,-127.790444231692,-88.8891353895297,-70.2447929873779,-356.45528782526,-300.524817686784,-329.041926181258,-127.790444231692,-75.6316361652798,-67.8040377984271
"6",NA,177.998344716128,204.74569659797,109.772164581461,86.5268065689861,306.919942174121,314.300546464095,177.998344716128,204.74569659797,109.772164581461,86.5268065689861,321.351705988965,304.064762942383,177.998344716128,204.74569659797,109.772164581461,86.5268065689861,384.62965310285,409.136690893396,177.998344716128,204.74569659797,109.772164581461,86.5268065689861,420.295784466823,365.696461577713,177.998344716128,204.74569659797,109.772164581461,86.5268065689861,469.415141249215,459.61135160828,177.998344716128,204.74569659797,109.772164581461,86.5268065689861,471.695182381407,487.539689001713,177.998344716128,204.74569659797,109.772164581461,86.5268065689861,478.247765423105,477.67377919575
"7",NA,496.848506201573,458.157328655199,464.364965916603,394.00600872668,691.712773196366,698.552407734785,496.848506201573,458.157328655199,464.364965916603,394.00600872668,719.8085027421,683.849889635784,496.848506201573,458.157328655199,464.364965916603,394.00600872668,795.751126976411,749.964594732456,496.848506201573,458.157328655199,464.364965916603,394.00600872668,839.181446695112,771.827898518539,496.848506201573,458.157328655199,464.364965916603,394.00600872668,874.835110817999,865.799352399011,496.848506201573,458.157328655199,464.364965916603,394.00600872668,882.323980011885,884.013776907459,496.848506201573,458.157328655199,464.364965916603,394.00600872668,875.506365184116,871.001400455199
"8",NA,575.860981583217,654.513064495077,608.271701572469,572.527765853251,840.770969483196,843.586540462152,575.860981583217,654.513064495077,608.271701572469,572.527765853251,877.82387460728,862.398253602489,575.860981583217,654.513064495077,608.271701572469,572.527765853251,937.64093438859,929.09170771028,575.860981583217,654.513064495077,608.271701572469,572.527765853251,967.342239998376,937.215660469839,575.860981583217,654.513064495077,608.271701572469,572.527765853251,983.110349670307,981.691905091103,575.860981583217,654.513064495077,608.271701572469,572.527765853251,1015.67763591584,996.022520135668,575.860981583217,654.513064495077,608.271701572469,572.527765853251,1009.5114529366,984.466123190915
"9",NA,586.49297958324,669.555194886632,664.505031479093,644.863626743661,868.815943478372,870.071848908907,586.49297958324,669.555194886632,664.505031479093,644.863626743661,894.957466091538,891.845357634295,586.49297958324,669.555194886632,664.505031479093,644.863626743661,937.481764041105,945.029629801854,586.49297958324,669.555194886632,664.505031479093,644.863626743661,951.737197660908,953.211101624169,586.49297958324,669.555194886632,664.505031479093,644.863626743661,937.07405322435,938.303554955758,586.49297958324,669.555194886632,664.505031479093,644.863626743661,979.068564545402,947.747125089697,586.49297958324,669.555194886632,664.505031479093,644.863626743661,977.550053192772,944.688407831475
"10",NA,456.926850323478,604.052418871357,531.875166524065,540.852613911723,811.939791558321,808.816439912355,456.926850323478,604.052418871357,531.875166524065,540.852613911723,840.415406652673,853.490440635146,456.926850323478,604.052418871357,531.875166524065,540.852613911723,842.535226971914,916.18513787669,456.926850323478,604.052418871357,531.875166524065,540.852613911723,825.750955601018,879.253471358047,456.926850323478,604.052418871357,531.875166524065,540.852613911723,806.016522969736,811.410102911142,456.926850323478,604.052418871357,531.875166524065,540.852613911723,861.842920883652,835.613838417757,456.926850323478,604.052418871357,531.875166524065,540.852613911723,891.064879191272,852.364089083734
"11",NA,82.4304623594535,102.729771180105,130.806667722007,367.73600588005,328.728213588432,331.326637259654,82.4304623594535,102.729771180105,130.806667722007,367.73600588005,355.574892243614,351.590081913205,82.4304623594535,102.729771180105,130.806667722007,367.73600588005,346.197757622483,390.330157271617,82.4304623594535,102.729771180105,130.806667722007,367.73600588005,326.473184659825,384.070382794278,82.4304623594535,102.729771180105,130.806667722007,367.73600588005,321.2905768985,325.131323002793,82.4304623594535,102.729771180105,130.806667722007,367.73600588005,368.131989539852,354.52904756903,82.4304623594535,102.729771180105,130.806667722007,367.73600588005,422.97124912068,406.155975467826
"12",NA,-122.432872362583,-66.4881286802465,-97.9166939628249,268.239862574148,140.479435197623,141.741346523585,-122.432872362583,-66.4881286802465,-97.9166939628249,268.239862574148,182.5788783975,186.217855368485,-122.432872362583,-66.4881286802465,-97.9166939628249,268.239862574148,190.336088277812,238.205111390222,-122.432872362583,-66.4881286802465,-97.9166939628249,268.239862574148,186.848785519815,247.430352344228,-122.432872362583,-66.4881286802465,-97.9166939628249,268.239862574148,228.232827805912,232.200469954427,-122.432872362583,-66.4881286802465,-97.9166939628249,268.239862574148,294.273580502405,287.922573611185,-122.432872362583,-66.4881286802465,-97.9166939628249,268.239862574148,368.979077335251,385.038234032771
