,,,1,
,Results,NA,NA,NA
400,Basic_LS_Cost,1292997.032,0.519767442,0.011646271
400,Basic_LAV_Cost,1282814.352,0.509302326,0.03441143
400,Basic_SVR_Cost,1284915.416,0.512790698,1.076787233
400,Basic_MLP_Cost,1570837.966,0.468604651,1.896097608
400,Asy_LAV_Cost,924285.2913,0.846511628,11.9755609
400,Asy_SVR_Cost,903210.774,0.85,20.75051332
500,Basic_LS_Cost,1553880.772,0.519767442,0.011646271
500,Basic_LAV_Cost,1544667.587,0.509302326,0.03441143
500,Basic_SVR_Cost,1547061.27,0.512790698,1.076787233
500,Basic_MLP_Cost,1911849.099,0.468604651,1.896097608
500,Asy_LAV_Cost,993143.6821,0.862790698,11.28767467
500,Asy_SVR_Cost,990961.1363,0.875581395,12.65952826
600,Basic_LS_Cost,1814764.512,0.519767442,0.011646271
600,Basic_LAV_Cost,1806520.821,0.509302326,0.03441143
600,Basic_SVR_Cost,1809207.124,0.512790698,1.076787233
600,Basic_MLP_Cost,2252860.232,0.468604651,1.896097608
600,Asy_LAV_Cost,1046921.007,0.896511628,11.51412821
600,Asy_SVR_Cost,1045906.074,0.898837209,12.59728098
700,Basic_LS_Cost,2075648.251,0.519767442,0.011646271
700,Basic_LAV_Cost,2068374.056,0.509302326,0.03441143
700,Basic_SVR_Cost,2071352.979,0.512790698,1.076787233
700,Basic_MLP_Cost,2593871.365,0.468604651,1.896097608
700,Asy_LAV_Cost,1100844.075,0.915116279,16.11999369
700,Asy_SVR_Cost,1125824.342,0.890697674,7.997233391
800,Basic_LS_Cost,2336531.991,0.519767442,0.011646271
800,Basic_LAV_Cost,2330227.29,0.509302326,0.03441143
800,Basic_SVR_Cost,2333498.833,0.512790698,1.076787233
800,Basic_MLP_Cost,2934882.498,0.468604651,1.896097608
800,Asy_LAV_Cost,1145056.553,0.929069767,11.19493723
800,Asy_SVR_Cost,1150370.191,0.909302326,11.51949263
900,Basic_LS_Cost,2597415.731,0.519767442,0.011646271
900,Basic_LAV_Cost,2592080.525,0.509302326,0.03441143
900,Basic_SVR_Cost,2595644.688,0.512790698,1.076787233
900,Basic_MLP_Cost,3275893.631,0.468604651,1.896097608
900,Asy_LAV_Cost,1187334.863,0.93255814,11.6279459
900,Asy_SVR_Cost,1185369.98,0.930232558,13.51911545
1000,Basic_LS_Cost,2858299.471,0.519767442,0.011646271
1000,Basic_LAV_Cost,2853933.759,0.509302326,0.03441143
1000,Basic_SVR_Cost,2857790.542,0.512790698,1.076787233
1000,Basic_MLP_Cost,3616904.764,0.468604651,1.896097608
1000,Asy_LAV_Cost,1207189.284,0.937209302,11.2407074
1000,Asy_SVR_Cost,1228892.559,0.93372093,12.34324789
