"","B","Basic_LS_Error","Basic_LAV_Error","Basic_SVR_Error","","","Basic_LS_Error","Basic_LAV_Error","Basic_SVR_Error","","","Basic_LS_Error","Basic_LAV_Error","Basic_SVR_Error","","","Basic_LS_Error","Basic_LAV_Error","Basic_SVR_Error","","","Basic_LS_Error","Basic_LAV_Error","Basic_SVR_Error","","","Basic_LS_Error","Basic_LAV_Error","Basic_SVR_Error","","","Basic_LS_Error","Basic_LAV_Error","Basic_SVR_Error","",""
"1",NA,9.83564890771777,-99.0657209377823,8.48720687355672,191.680215319473,172.755143688532,9.83564890771777,-99.0657209377823,8.48720687355672,171.991351916984,149.551378024974,9.83564890771777,-99.0657209377823,8.48720687355672,202.899196556554,169.371261532695,9.83564890771777,-99.0657209377823,8.48720687355672,211.813254124188,260.004244807495,9.83564890771777,-99.0657209377823,8.48720687355672,203.766275669592,208.440559723669,9.83564890771777,-99.0657209377823,8.48720687355672,258.86386226764,277.764395262298,9.83564890771777,-99.0657209377823,8.48720687355672,236.477909553295,255.505881444965
"2",NA,16.3186874385983,-39.0818642005024,-46.3779348892967,247.894071582674,240.081012829179,16.3186874385983,-39.0818642005024,-46.3779348892967,230.415464458857,232.924573636574,16.3186874385983,-39.0818642005024,-46.3779348892967,267.542487067694,254.989611220737,16.3186874385983,-39.0818642005024,-46.3779348892967,313.025274128052,333.56690734877,16.3186874385983,-39.0818642005024,-46.3779348892967,301.666568543916,310.820334176428,16.3186874385983,-39.0818642005024,-46.3779348892967,367.051476367459,373.985182839626,16.3186874385983,-39.0818642005024,-46.3779348892967,346.186405968519,359.183964929917
"3",NA,196.413238074367,79.1822299913638,101.059966990736,362.193794708217,363.833295703362,196.413238074367,79.1822299913638,101.059966990736,351.452113393834,354.626245858542,196.413238074367,79.1822299913638,101.059966990736,384.984582791703,390.579855944041,196.413238074367,79.1822299913638,101.059966990736,445.8951119772,459.539579814767,196.413238074367,79.1822299913638,101.059966990736,441.659866416649,446.50473751611,196.413238074367,79.1822299913638,101.059966990736,497.888238178591,489.074683508572,196.413238074367,79.1822299913638,101.059966990736,484.18488577018,483.086797239232
"4",NA,5.57657678101441,-9.3604957233747,12.3457787573498,274.927271915113,285.45077322157,5.57657678101441,-9.3604957233747,12.3457787573498,299.870207714011,333.345684006777,5.57657678101441,-9.3604957233747,12.3457787573498,333.324291465417,380.824227472596,5.57657678101441,-9.3604957233747,12.3457787573498,435.003060584876,422.218276346644,5.57657678101441,-9.3604957233747,12.3457787573498,445.274284571969,439.449325751964,5.57657678101441,-9.3604957233747,12.3457787573498,481.698823136714,451.852172789998,5.57657678101441,-9.3604957233747,12.3457787573498,470.723621343117,452.369406687704
"5",NA,-50.0689661092456,26.9084061643161,22.9648965646047,196.054386760995,208.977287698022,-50.0689661092456,26.9084061643161,22.9648965646047,241.219943546741,296.139228981541,-50.0689661092456,26.9084061643161,22.9648965646047,256.498291817498,352.466778519441,-50.0689661092456,26.9084061643161,22.9648965646047,361.532761144791,362.967277381331,-50.0689661092456,26.9084061643161,22.9648965646047,391.189839210661,378.925699988926,-50.0689661092456,26.9084061643161,22.9648965646047,418.904531320869,381.854611180162,-50.0689661092456,26.9084061643161,22.9648965646047,420.650240313872,391.37284085454
"6",NA,581.720515696836,693.213061915388,592.435370717595,886.990507082005,897.009215307413,581.720515696836,693.213061915388,592.435370717595,965.888465584086,1030.20015491128,581.720515696836,693.213061915388,592.435370717595,955.27249425983,1088.67821390812,581.720515696836,693.213061915388,592.435370717595,1073.8611616072,1070.00713435737,581.720515696836,693.213061915388,592.435370717595,1135.70615191757,1109.63605982869,581.720515696836,693.213061915388,592.435370717595,1141.36385048493,1094.53573925322,581.720515696836,693.213061915388,592.435370717595,1150.05968534201,1105.42091728528
"7",NA,902.286616032208,1018.03330361633,948.190788937995,1176.75062873519,1182.70210376503,902.286616032208,1018.03330361633,948.190788937995,1276.99734553718,1289.25654367467,902.286616032208,1018.03330361633,948.190788937995,1239.92853591609,1343.37871586398,902.286616032208,1018.03330361633,948.190788937995,1304.8758347072,1319.67403869524,902.286616032208,1018.03330361633,948.190788937995,1376.65979097927,1343.29652858077,902.286616032208,1018.03330361633,948.190788937995,1364.27110072501,1325.75708254995,902.286616032208,1018.03330361633,948.190788937995,1383.38946789192,1344.62716113176
"8",NA,847.608190995648,1023.92703770282,997.236801338247,1237.47818553752,1244.95745344559,847.608190995648,1023.92703770282,997.236801338247,1307.31096116293,1316.4732382039,847.608190995648,1023.92703770282,997.236801338247,1270.91185945355,1363.65536839208,847.608190995648,1023.92703770282,997.236801338247,1314.00427292301,1346.77841627651,847.608190995648,1023.92703770282,997.236801338247,1376.80585837505,1354.17884617875,847.608190995648,1023.92703770282,997.236801338247,1366.88207974986,1349.35060168486,847.608190995648,1023.92703770282,997.236801338247,1388.07541897809,1369.90656780951
"9",NA,565.361223782334,735.724324044412,730.27215430034,1041.67196680355,1051.70136611588,565.361223782334,735.724324044412,730.27215430034,1107.83853250866,1044.98815611513,565.361223782334,735.724324044412,730.27215430034,1090.7054561629,1073.5720199801,565.361223782334,735.724324044412,730.27215430034,1072.77193151463,1089.84532657816,565.361223782334,735.724324044412,730.27215430034,1113.40620327063,1103.00908644676,565.361223782334,735.724324044412,730.27215430034,1100.4135240406,1099.07976908014,565.361223782334,735.724324044412,730.27215430034,1122.55918567631,1127.75898871631
"10",NA,237.265647115349,334.932430749167,352.023245571376,663.307344565248,674.633557157666,237.265647115349,334.932430749167,352.023245571376,647.979171276349,625.242964703584,237.265647115349,334.932430749167,352.023245571376,667.726886639944,649.622752052768,237.265647115349,334.932430749167,352.023245571376,678.13193706092,692.75951516476,237.265647115349,334.932430749167,352.023245571376,697.299007661029,716.57258377648,237.265647115349,334.932430749167,352.023245571376,716.060690268198,734.919858990734,237.265647115349,334.932430749167,352.023245571376,744.820104988299,780.871168920678
