,,400,,,,,,500,,,,,,600,,,,,,700,,,,,,800,,,,,,900,,,,,,1000,,,,,
,B,Basic_LS_Error,Basic_LAV_Error,Basic_SVR_Error,,,,Basic_LS_Error,Basic_LAV_Error,Basic_SVR_Error,,,,Basic_LS_Error,Basic_LAV_Error,Basic_SVR_Error,,,,Basic_LS_Error,Basic_LAV_Error,Basic_SVR_Error,,,,Basic_LS_Error,Basic_LAV_Error,Basic_SVR_Error,,,,Basic_LS_Error,Basic_LAV_Error,Basic_SVR_Error,,,,Basic_LS_Error,Basic_LAV_Error,Basic_SVR_Error,,,
1,NA,-8.057298409,-13.25996519,9.323599377,62.98469245,82.61811347,76.45445036,-8.057298409,-13.25996519,9.323599377,62.98469245,87.16216833,82.20216924,-8.057298409,-13.25996519,9.323599377,62.98469245,94.08545105,79.84835198,-8.057298409,-13.25996519,9.323599377,62.98469245,105.2713431,90.12248588,-8.057298409,-13.25996519,9.323599377,62.98469245,103.1777317,114.2412836,-8.057298409,-13.25996519,9.323599377,62.98469245,122.0623782,119.9845997,-8.057298409,-13.25996519,9.323599377,62.98469245,122.3241542,117.3919796
2,NA,-53.30976307,-72.29580518,-10.93697512,-64.61026183,15.47292351,8.051114341,-53.30976307,-72.29580518,-10.93697512,-64.61026183,18.92751727,7.009582679,-53.30976307,-72.29580518,-10.93697512,-64.61026183,32.54293447,11.66755836,-53.30976307,-72.29580518,-10.93697512,-64.61026183,41.76298348,5.860806355,-53.30976307,-72.29580518,-10.93697512,-64.61026183,37.21615466,56.98056635,-53.30976307,-72.29580518,-10.93697512,-64.61026183,66.64909264,60.07483369,-53.30976307,-72.29580518,-10.93697512,-64.61026183,60.90084023,50.79534906
3,NA,120.002378,106.4561376,134.7655789,57.46212347,175.2513855,181.474405,120.002378,106.4561376,134.7655789,57.46212347,181.1577437,179.9484406,120.002378,106.4561376,134.7655789,57.46212347,193.0626564,179.9110412,120.002378,106.4561376,134.7655789,57.46212347,197.5361333,186.5139546,120.002378,106.4561376,134.7655789,57.46212347,199.521854,213.1381009,120.002378,106.4561376,134.7655789,57.46212347,222.4790803,219.0386178,120.002378,106.4561376,134.7655789,57.46212347,218.5484865,210.8254437
4,NA,110.2295443,113.0819646,147.8826651,137.9809529,163.8725392,172.3226885,110.2295443,113.0819646,147.8826651,137.9809529,170.0204246,174.0615468,110.2295443,113.0819646,147.8826651,137.9809529,179.9939551,173.7734499,110.2295443,113.0819646,147.8826651,137.9809529,186.1954875,195.0459228,110.2295443,113.0819646,147.8826651,137.9809529,190.9218552,200.6730154,110.2295443,113.0819646,147.8826651,137.9809529,210.0357056,208.4280929,110.2295443,113.0819646,147.8826651,137.9809529,207.5092759,202.2431783
5,NA,-186.2184336,-174.1805118,-181.8398711,-48.24960295,-133.7361562,-128.5634455,-186.2184336,-174.1805118,-181.8398711,-48.24960295,-122.9057632,-120.4174321,-186.2184336,-174.1805118,-181.8398711,-48.24960295,-116.4164623,-117.5865132,-186.2184336,-174.1805118,-181.8398711,-48.24960295,-108.6564217,-87.9066808,-186.2184336,-174.1805118,-181.8398711,-48.24960295,-105.8270267,-98.95231787,-186.2184336,-174.1805118,-181.8398711,-48.24960295,-97.34439823,-95.85045841,-186.2184336,-174.1805118,-181.8398711,-48.24960295,-98.58518792,-97.71391272
6,NA,-46.20116741,-31.61772616,-98.14101568,-62.42987571,4.309839807,1.381883097,-46.20116741,-31.61772616,-98.14101568,-62.42987571,13.18422607,12.74122977,-46.20116741,-31.61772616,-98.14101568,-62.42987571,18.84285921,17.90196046,-46.20116741,-31.61772616,-98.14101568,-62.42987571,27.14015005,42.81321971,-46.20116741,-31.61772616,-98.14101568,-62.42987571,28.9596168,31.64379988,-46.20116741,-31.61772616,-98.14101568,-62.42987571,28.01674558,33.90473231,-46.20116741,-31.61772616,-98.14101568,-62.42987571,30.49959138,33.01015793
7,NA,43.56307011,45.17055703,11.35440686,-49.30287762,85.34135476,92.29215559,43.56307011,45.17055703,11.35440686,-49.30287762,101.9950575,107.3621438,43.56307011,45.17055703,11.35440686,-49.30287762,112.9725919,113.2070613,43.56307011,45.17055703,11.35440686,-49.30287762,122.3556973,123.00022,43.56307011,45.17055703,11.35440686,-49.30287762,127.6126775,129.6457111,43.56307011,45.17055703,11.35440686,-49.30287762,121.9933457,129.3187104,43.56307011,45.17055703,11.35440686,-49.30287762,129.7613015,132.6026445
8,NA,88.17692661,70.59464793,109.4878194,2.67891829,142.5438967,147.1111333,88.17692661,70.59464793,109.4878194,2.67891829,158.949182,163.7257273,88.17692661,70.59464793,109.4878194,2.67891829,172.3524073,171.6419313,88.17692661,70.59464793,109.4878194,2.67891829,179.5085788,159.2573712,88.17692661,70.59464793,109.4878194,2.67891829,186.7575071,190.398171,88.17692661,70.59464793,109.4878194,2.67891829,179.4360376,186.3091082,88.17692661,70.59464793,109.4878194,2.67891829,191.027225,191.9309914
