"","","1",""
"Results",NA,NA,NA
"Basic_LS_Cost",1096225.15443357,0.522648083623693,0.0114321708679199
"Basic_LAV_Cost",1096291.0775032,0.515679442508711,0.0349726676940918
"Basic_SVR_Cost",1090958.38226302,0.515679442508711,1.01733112335205
"Basic_MLP_Cost",950253.072824954,0.524970963995354,1.27967618306478
"Asy_LAV_Cost",766189.058315434,0.83855981416957,10.6991457939148
"Asy_SVR_Cost",769428.344190851,0.845528455284553,12.3469595909119
"Basic_LS_Cost",1318219.55578449,0.522648083623693,0.0114321708679199
"Basic_LAV_Cost",1321024.02659893,0.515679442508711,0.0349726676940918
"Basic_SVR_Cost",1313505.01791012,0.515679442508711,1.01733112335205
"Basic_MLP_Cost",1142714.28834658,0.524970963995354,1.27967618306478
"Asy_LAV_Cost",827120.361671922,0.869918699186992,11.2352073192596
"Asy_SVR_Cost",827868.18211816,0.867595818815331,11.9865570068359
"Basic_LS_Cost",1540213.95713541,0.522648083623693,0.0114321708679199
"Basic_LAV_Cost",1545756.97569466,0.515679442508711,0.0349726676940918
"Basic_SVR_Cost",1536051.65355722,0.515679442508711,1.01733112335205
"Basic_MLP_Cost",1335175.50386822,0.524970963995354,1.27967618306478
"Asy_LAV_Cost",863794.584209985,0.8931475029036,10.8695642948151
"Asy_SVR_Cost",887292.460975595,0.89082462253194,10.8400609493256
"Basic_LS_Cost",1762208.35848633,0.522648083623693,0.0114321708679199
"Basic_LAV_Cost",1770489.92479039,0.515679442508711,0.0349726676940918
"Basic_SVR_Cost",1758598.28920432,0.515679442508711,1.01733112335205
"Basic_MLP_Cost",1527636.71938985,0.524970963995354,1.27967618306478
"Asy_LAV_Cost",912113.727212912,0.902439024390244,10.9815676212311
"Asy_SVR_Cost",911878.102401269,0.901277584204414,12.9043211936951
"Basic_LS_Cost",1984202.75983725,0.522648083623693,0.0114321708679199
"Basic_LAV_Cost",1995222.87388612,0.515679442508711,0.0349726676940918
"Basic_SVR_Cost",1981144.92485142,0.515679442508711,1.01733112335205
"Basic_MLP_Cost",1720097.93491148,0.524970963995354,1.27967618306478
"Asy_LAV_Cost",936464.666857885,0.91869918699187,11.129132270813
"Asy_SVR_Cost",934547.816705452,0.91869918699187,11.7325720787048
"Basic_LS_Cost",2206197.16118817,0.522648083623693,0.0114321708679199
"Basic_LAV_Cost",2219955.82298185,0.515679442508711,0.0349726676940918
"Basic_SVR_Cost",2203691.56049852,0.515679442508711,1.01733112335205
"Basic_MLP_Cost",1912559.15043311,0.524970963995354,1.27967618306478
"Asy_LAV_Cost",966589.860208311,0.927990708478513,10.9090440273285
"Asy_SVR_Cost",962555.713964145,0.929152148664344,11.634628534317
"Basic_LS_Cost",2428191.56253909,0.522648083623693,0.0114321708679199
"Basic_LAV_Cost",2444688.77207758,0.515679442508711,0.0349726676940918
"Basic_SVR_Cost",2426238.19614562,0.515679442508711,1.01733112335205
"Basic_MLP_Cost",2105020.36595474,0.524970963995354,1.27967618306478
"Asy_LAV_Cost",991831.027350707,0.937282229965157,11.2970571517944
"Asy_SVR_Cost",991302.885692209,0.933797909407665,12.3819479942322
