SETTLEMENTDATE,TOTALDEMAND
19/03/2019 3:30,6129.9
19/03/2019 4:00,6185.93
19/03/2019 4:30,6409.64
19/03/2019 5:00,6683.18
19/03/2019 5:30,7197.51
19/03/2019 6:00,7657
19/03/2019 6:30,8026.74
19/03/2019 7:00,8246.89
19/03/2019 7:30,8275.52
19/03/2019 8:00,8196.99
19/03/2019 8:30,8243.57
19/03/2019 9:00,8260.65
19/03/2019 9:30,8351.68
19/03/2019 10:00,8338.21
19/03/2019 10:30,8306.2
19/03/2019 11:00,8326.65
19/03/2019 11:30,8227.68
19/03/2019 12:00,8240.03
19/03/2019 12:30,8295.97
19/03/2019 13:00,8347.41
19/03/2019 13:30,8396.49
19/03/2019 14:00,8413.18
19/03/2019 14:30,8425.5
19/03/2019 15:00,8452.5
19/03/2019 15:30,8514.71
19/03/2019 16:00,8627.62
19/03/2019 16:30,8687.7
19/03/2019 17:00,8830.5
19/03/2019 17:30,8754.25
19/03/2019 18:00,8769.26
19/03/2019 18:30,8770.23
19/03/2019 19:00,8786.93
19/03/2019 19:30,8575.98
19/03/2019 20:00,8411.72
19/03/2019 20:30,8226.56
19/03/2019 21:00,8032.48
19/03/2019 21:30,7893.48
19/03/2019 22:00,7726.64
19/03/2019 22:30,7663.71
19/03/2019 23:00,7578.02
19/03/2019 23:30,7409.62
20/03/2019 0:00,7257.78
